"","term","estimate","std.error","statistic","p.value","response","spatialunit","size"
"451","DAYMET_90dTAVG_degC",-0.107950982793787,0.0168300759543774,-6.41417086211718,2.41449405913248e-10,"bibi","huc","08"
"452","CHANNEL_WIDTH_log",0.092559503648244,0.0180157821739319,5.13768998507174,3.49339812012538e-07,"bibi","huc","08"
"453","MARCAT_prct",0.0298456530957738,0.00647562828763397,4.60892005687971,4.70599358820885e-06,"bibi","huc","08"
"454","DAYMET_45dPRCP_cm",0.0106402966926118,0.00307363614965436,3.46179449178081,0.000564907308176867,"bibi","huc","08"
"455","(Intercept)",4.51922748827502,0.446769719705025,10.1153397129483,1.0102429741092e-22,"bibi","huc","10"
"456","Logger_Salin_mean",0.045923897467644,0.00337836555134868,13.5935252623301,4.93458962550129e-38,"bibi","huc","10"
"457","SiltClay",-0.00995907808427427,0.0010986863460231,-9.06453249403073,9.38393315446906e-19,"bibi","huc","10"
"458","DAYMET_90dTAVG_degC",-0.113196639787014,0.0170859963822054,-6.62511200721692,6.35041596828585e-11,"bibi","huc","10"
"459","CHANNEL_WIDTH_log",0.0727232257109747,0.0176285077447898,4.12531944074894,4.08776189778679e-05,"bibi","huc","10"
"460","MARCAT_prct",0.0071786777419941,0.003892929369273,1.8440297937732,0.065546569333499,"bibi","huc","10"
"461","DAYMET_45dPRCP_cm",0.0126679782359271,0.00308466721885843,4.10675685159169,4.42301797251354e-05,"bibi","huc","10"
"462","(Intercept)",4.67528450439012,0.5127632239949,9.11782336487655,9.44211970856399e-19,"bibi","huc","12"
"463","Logger_Salin_mean",0.0471098790666969,0.00387965389918327,12.1428045621838,1.00596348510489e-30,"bibi","huc","12"
"464","SiltClay",-0.0102472395975333,0.00125064026560843,-8.19359481645035,1.34883565825316e-15,"bibi","huc","12"
"465","DAYMET_90dTAVG_degC",-0.117645399253049,0.0194086091193086,-6.06150592913996,2.28561789643664e-09,"bibi","huc","12"
"466","CHANNEL_WIDTH_log",0.081062846312451,0.0204419183998484,3.96552049210079,8.13686899241002e-05,"bibi","huc","12"
"467","ALL_PONDS_prct",0.109825492019983,0.028167953103213,3.89895182009003,0.000106645825440554,"bibi","huc","12"
"468","personsPERha",-0.052554269854212,0.0251592866520381,-2.08886168280747,0.0371085896171421,"bibi","huc","12"
"469","DAYMET_45dPRCP_cm",0.0128852580355101,0.00332258932733796,3.87807723617582,0.000115994005529724,"bibi","huc","12"
"470","(Intercept)",4.45973609323048,0.449881261722361,9.91314036098432,6.26268004568942e-22,"bibi","huc","14"
"471","Logger_Salin_mean",0.0410475981859643,0.00353064528796904,11.6260895213227,5.52773649594444e-29,"bibi","huc","14"
"472","SiltClay",-0.00984121163386739,0.00109935536471848,-8.95180207392494,2.39739276511958e-18,"bibi","huc","14"
"473","DAYMET_90dTAVG_degC",-0.110630085627671,0.0168872081339762,-6.55111755300091,1.02023777635e-10,"bibi","huc","14"
"474","CHANNEL_WIDTH_log",0.072102295909225,0.0177267023150022,4.06743987843721,5.2225909569235e-05,"bibi","huc","14"
"475","DEVLOWCAT_prct",0.0129827897204464,0.00315290368628534,4.11772480615873,4.22292021905194e-05,"bibi","huc","14"
"476","personsPERha",-0.113116825781732,0.0370038358034762,-3.05689459823799,0.00231063256830901,"bibi","huc","14"
"477","MARCAT_prct",0.00457025609766692,0.00214576600001928,2.12989491753801,0.0334841439207897,"bibi","huc","14"
"478","DAYMET_45dPRCP_cm",0.0115231538994458,0.00306038176886212,3.76526680974517,0.000178522142550791,"bibi","huc","14"
"479","(Intercept)",0.455258207729992,0.0716834558128463,6.35095228832991,4.33981904028438e-10,"mambi","huc","08"
"480","Logger_Salin_mean",0.00765801454472177,0.000506708079297948,15.1132671011129,1.01419436779624e-43,"mambi","huc","08"
"481","CHANNEL_WIDTH_log",0.022049944759808,0.00295878369498372,7.45236794335156,3.37066012181443e-13,"mambi","huc","08"
"482","SiltClay",-0.000861788236165429,0.000164974272674444,-5.22377351446827,2.4521793933903e-07,"mambi","huc","08"
"483","DAYMET_90dTAVG_degC",-0.0138292961785983,0.0027128240043397,-5.09774911917453,4.66666727464735e-07,"mambi","huc","08"
"484","DAYMET_45dPRCP_cm",0.00155770933939475,0.000516266102830979,3.01726053841799,0.00266315713644715,"mambi","huc","08"
"485","(Intercept)",0.453059212611469,0.0712988634951727,6.3543679436369,4.26068756700722e-10,"mambi","huc","10"
"486","Logger_Salin_mean",0.0070308947418456,0.000522526998168956,13.4555626149143,4.47514117280194e-36,"mambi","huc","10"
"487","CHANNEL_WIDTH_log",0.0223830045858273,0.00292167207839017,7.66102559947804,7.87290365279234e-14,"mambi","huc","10"
"488","SiltClay",-0.000749987173728014,0.000165499487197424,-4.5316585956146,7.12183365117459e-06,"mambi","huc","10"
"489","DAYMET_90dTAVG_degC",-0.0144222344594813,0.0026853493516013,-5.37071068644429,1.14021085648e-07,"mambi","huc","10"
"490","DAYMET_45dPRCP_cm",0.00139837131337629,0.000511179413141683,2.73557830661054,0.00641933057298847,"mambi","huc","10"
"491","DEVHIGHCAT_prct",-0.0121937110124648,0.00308886231766536,-3.94763824296356,8.87050353698944e-05,"mambi","huc","10"
"492","DEVLOWCAT_prct",0.00375474975062475,0.000923116900569136,4.06746940534813,5.41604520285696e-05,"mambi","huc","10"
"493","(Intercept)",0.441605730088021,0.072130490020955,6.12231706674567,1.72132883058804e-09,"mambi","huc","12"
"494","Logger_Salin_mean",0.00708457491477558,0.000527505392198098,13.4303364848166,6.55253525345488e-36,"mambi","huc","12"
"495","CHANNEL_WIDTH_log",0.0211178964518166,0.00294841671305584,7.16245310858022,2.46760604813311e-12,"mambi","huc","12"
"496","SiltClay",-0.000812578263394294,0.000165343382160145,-4.91448918473957,1.16627053325306e-06,"mambi","huc","12"
"497","DAYMET_90dTAVG_degC",-0.0132851809418061,0.00271983141457085,-4.88456044394293,1.34977352155833e-06,"mambi","huc","12"
"498","DAYMET_45dPRCP_cm",0.00149062800097747,0.000513336820528511,2.90380105491514,0.00382994807691233,"mambi","huc","12"
"499","personsPERha",-0.0160663240432382,0.0060450733360765,-2.65775502628822,0.00808779507325993,"mambi","huc","12"
"500","DEVLOWCAT_prct",0.00199386991304301,0.000546728027420165,3.64691366281595,0.000289813228983504,"mambi","huc","12"
"501","(Intercept)",0.454146256751498,0.0716521085489473,6.33821203518749,4.69977865816861e-10,"mambi","huc","14"
"502","Logger_Salin_mean",0.00705613661579593,0.000532179250721667,13.258947255511,3.35795282229461e-35,"mambi","huc","14"
"503","CHANNEL_WIDTH_log",0.0213536118456907,0.00294671003093875,7.24659420896191,1.38247226134973e-12,"mambi","huc","14"
"504","SiltClay",-0.000801524809262877,0.000164540305233054,-4.87129769285162,1.43526766979211e-06,"mambi","huc","14"
"505","DAYMET_90dTAVG_degC",-0.0136517590076959,0.002706050494129,-5.0449017996207,6.09397231019255e-07,"mambi","huc","14"
"506","DAYMET_45dPRCP_cm",0.00141393946282331,0.000513585502407567,2.75307510861404,0.00609038052159278,"mambi","huc","14"
"507","personsPERha",-0.0167450253950549,0.00555055098067829,-3.01682219537215,0.00266734635183724,"mambi","huc","14"
"508","DEVLOWCAT_prct",0.00181241575648985,0.000526822482933725,3.44027792131614,0.000623261974572496,"mambi","huc","14"
"509","(Intercept)",-2.36688417981894,1.25819633280655,-1.88117237199329,0.0608286850056764,"entero","grid","25"
"510","Logger_Salin_mean",-0.0354695419989528,0.00443016263087974,-8.00637469868895,2.0398485275007e-14,"entero","grid","25"
"511","CHANNEL_WIDTH_log",-0.115704866575813,0.0215725722005835,-5.3635174099769,1.5384789028941e-07,"entero","grid","25"
"512","PRCP_2",0.194610047638883,0.046383347345121,4.19568786596758,3.50084321684034e-05,"entero","grid","25"
"513","DAYMET_30dTAVG_degC",0.171299130268851,0.0459103752793442,3.73116379961113,0.000224342059774062,"entero","grid","25"
"514","IMPERV_PRCT",0.00819026455145663,0.00382740331407884,2.13990109726072,0.0330957481812041,"entero","grid","25"
"515","DAYMET_14dPRCP_cm",-0.0132256911533519,0.00716384197681837,-1.84617293292471,0.0657624911620077,"entero","grid","25"
"516","(Intercept)",-2.43113060307322,1.25519313782234,-1.93685778691481,0.053616048186677,"entero","grid","100"
"517","Logger_Salin_mean",-0.0358670004569989,0.00442007977710796,-8.11455952509222,9.73820569892283e-15,"entero","grid","100"
"518","CHANNEL_WIDTH_log",-0.118917478053745,0.0216192179146935,-5.50054486350881,7.60233120516219e-08,"entero","grid","100"
"519","PRCP_2",0.19600513738192,0.0462463630414993,4.2382822019114,2.92673145281175e-05,"entero","grid","100"
"520","DAYMET_30dTAVG_degC",0.173788202111377,0.0458056383435486,3.79403515366256,0.00017628655833869,"entero","grid","100"
"521","IMPERV_PRCT",0.0121562712318912,0.0047290557122164,2.57054938060644,0.0105917964723174,"entero","grid","100"
"522","DAYMET_14dPRCP_cm",-0.0128953817693022,0.00714442109119046,-1.80495824710039,0.0719926284944818,"entero","grid","100"
"523","(Intercept)",-2.18608954942496,1.26212545643825,-1.73206992876458,0.0841927053715911,"entero","grid","400"
"524","Logger_Salin_mean",-0.0354258216547238,0.00445400302996734,-7.95370398636294,2.89521849577459e-14,"entero","grid","400"
"525","CHANNEL_WIDTH_log",-0.110579161700934,0.0215547809600348,-5.13014546081267,4.9416744035953e-07,"entero","grid","400"
"526","PRCP_2",0.194652353185296,0.0466334455553826,4.17409331150801,3.8287221972214e-05,"entero","grid","400"
"527","DAYMET_30dTAVG_degC",0.165504025500598,0.0460775548149778,3.59185781808891,0.000378122286548468,"entero","grid","400"
"528","DAYMET_14dPRCP_cm",-0.0145794640153366,0.00717433067086376,-2.03217062109311,0.042934506236986,"entero","grid","400"
"529","(Intercept)",-2.18608954942496,1.26212545643825,-1.73206992876458,0.0841927053715911,"entero","grid","1600"
"530","Logger_Salin_mean",-0.0354258216547238,0.00445400302996734,-7.95370398636294,2.89521849577459e-14,"entero","grid","1600"
"531","CHANNEL_WIDTH_log",-0.110579161700934,0.0215547809600348,-5.13014546081267,4.9416744035953e-07,"entero","grid","1600"
"532","PRCP_2",0.194652353185296,0.0466334455553826,4.17409331150801,3.8287221972214e-05,"entero","grid","1600"
"533","DAYMET_30dTAVG_degC",0.165504025500598,0.0460775548149778,3.59185781808891,0.000378122286548468,"entero","grid","1600"
"534","DAYMET_14dPRCP_cm",-0.0145794640153366,0.00717433067086376,-2.03217062109311,0.042934506236986,"entero","grid","1600"
"535","(Intercept)",2.76123580184724,0.142120249045636,19.4288697099073,5.31482543556471e-69,"fecal","grid","25"
"536","Logger_Salin_mean",-0.0406800496005327,0.00237052146302327,-17.1608020577257,2.52683502385403e-56,"fecal","grid","25"
"537","CHANNEL_WIDTH_log",-0.164990949543999,0.0125745274927687,-13.1210456726013,1.02773661162528e-35,"fecal","grid","25"
"538","IMPERV_PRCT",0.0195225629910228,0.003071284217981,6.35648204641137,3.49174924385365e-10,"fecal","grid","25"
"539","PRCP_2",0.16221194051783,0.0289030492131014,5.61227776771391,2.76627736564309e-08,"fecal","grid","25"
"540","SP02",-0.0506241722046534,0.0234049017491514,-2.16297307065128,0.0308433299722424,"fecal","grid","25"
"541","MARCAT_prct",-0.00642352509508396,0.00106370788078306,-6.03880558857494,2.39076277107372e-09,"fecal","grid","25"
"542","FORCAT_prct",0.00299734380890618,0.000927385589372842,3.23203621368882,0.00128020595055951,"fecal","grid","25"
"543","(Intercept)",2.58763376117882,0.207855750189308,12.4491805438247,1.3178621806833e-32,"fecal","grid","100"
"544","Logger_Salin_mean",-0.0422788612552102,0.00251870784195627,-16.7859330689074,2.71027074689324e-54,"fecal","grid","100"
"545","CHANNEL_WIDTH_log",-0.15299659956728,0.0123069796053524,-12.4316935977321,1.58249253003596e-32,"fecal","grid","100"
"546","IMPERV_PRCT",0.0255111922230523,0.00581907718378879,4.38406149588859,1.32281429706211e-05,"fecal","grid","100"
"547","PRCP_2",0.170078144565694,0.02952824065533,5.75984687170973,1.20678378191418e-08,"fecal","grid","100"
"548","SP02",-0.05900396052249,0.0238248249083527,-2.47657478069457,0.0134738717259852,"fecal","grid","100"
"549","MARCAT_prct",-0.00537079297002301,0.00145921347810619,-3.68060811567706,0.000248526013380014,"fecal","grid","100"
"550","FORCAT_prct",0.00365212527513427,0.00183924491109006,1.98566555933531,0.0474166485410582,"fecal","grid","100"
"551","(Intercept)",1.39121173855881,0.341758312136966,4.07074733562372,5.15838510628984e-05,"fecal","grid","400"
"552","Logger_Salin_mean",-0.0371560298568973,0.00272917339953512,-13.614389566902,4.56929831197937e-38,"fecal","grid","400"
"553","CHANNEL_WIDTH_log",-0.14247545204467,0.0124557614940451,-11.4385179993038,3.85421455275048e-28,"fecal","grid","400"
"554","IMPERV_PRCT",0.0450466986396053,0.00882557308476686,5.10411031747694,4.1681191812525e-07,"fecal","grid","400"
"555","PRCP_2",0.152656545564066,0.030109378242291,5.07006635393248,4.95893817968638e-07,"fecal","grid","400"
"556","SP02",-0.0499827388445671,0.024387182862977,-2.04954951645717,0.040738543154654,"fecal","grid","400"
"557","FORCAT_prct",0.0136077413358753,0.00339650678130078,4.00639310093293,6.74864803206344e-05,"fecal","grid","400"
"558","(Intercept)",2.67715225454979,0.102962342303678,26.0012757543314,3.56822964418902e-108,"fecal","grid","1600"
"559","Logger_Salin_mean",-0.0415693564307492,0.00248253926362397,-16.7446924364318,4.33301092215131e-54,"fecal","grid","1600"
"560","CHANNEL_WIDTH_log",-0.144048695079226,0.0126303007571391,-11.4050091006586,5.33585511534153e-28,"fecal","grid","1600"
"561","IMPERV_PRCT",0.0231498884250927,0.00813615427359398,2.84531089832282,0.00455161835482878,"fecal","grid","1600"
"562","PRCP_2",0.157243639122339,0.0304141949651135,5.17007401651449,2.96737242526634e-07,"fecal","grid","1600"
"563","SP02",-0.0608631526287708,0.0245553084060849,-2.47861487309557,0.0133971385618519,"fecal","grid","1600"
"564","(Intercept)",69.608273991168,2.31758598958614,30.0348182565593,1.92279463854123e-133,"metal","grid","25"
"565","preSON_PRCP_diff",-0.433914974650258,0.142971151487589,-3.03498272298608,0.00248311273309168,"metal","grid","25"
"566","SP02",11.2435174726832,2.42306250485547,4.64020942511916,4.06333966341949e-06,"metal","grid","25"
"567","IMPERV_PRCT",0.183678720894114,0.253815214336894,0.723671043022322,0.469478470680849,"metal","grid","25"
"568","(Intercept)",69.8797232729276,2.4726519721688,28.2610428234407,1.60480228078048e-122,"metal","grid","100"
"569","preSON_PRCP_diff",-0.432850423219485,0.143086483842715,-3.02509651222745,0.00256477701846898,"metal","grid","100"
"570","SP02",11.1915305888388,2.42223344129657,4.620335264981,4.46150586807127e-06,"metal","grid","100"
"571","IMPERV_PRCT",0.117024159627817,0.322705599174009,0.362634425703644,0.716973414559207,"metal","grid","100"
"572","(Intercept)",67.8014550466333,2.63653718242166,25.7161004588442,7.27957556564562e-107,"metal","grid","400"
"573","preSON_PRCP_diff",-0.43503287525881,0.142747835013053,-3.04756198382294,0.00238264946507652,"metal","grid","400"
"574","SP02",11.2452257333042,2.41876580884687,4.64915854696379,3.89540447762693e-06,"metal","grid","400"
"575","IMPERV_PRCT",0.540675595944888,0.346004856716918,1.56262429688158,0.118534982517646,"metal","grid","400"
"576","(Intercept)",75.4982607069682,6.99705792375687,10.7900008160046,1.94150943677632e-25,"metal","grid","1600"
"577","preSON_PRCP_diff",-0.444140046548582,0.143088011072966,-3.1039640792973,0.00197651589214364,"metal","grid","1600"
"578","SP02",11.0407040310899,2.4214100365531,4.55961768738948,5.92447280892852e-06,"metal","grid","1600"
"579","IMPERV_PRCT",0.516012327659271,0.883785458972085,0.58386605303445,0.559474605889501,"metal","grid","1600"
"580","GROUP_A_prct",-0.277634356964028,0.223984076017933,-1.2395272105942,0.21551290161162,"metal","grid","1600"
"581","(Intercept)",3.51860821659963,9.75408258041049,0.360731846136529,0.71839538338549,"pah","grid","25"
"582","SiltClay",1.65713739229898,0.161276152288216,10.2751545643122,2.40820109798883e-23,"pah","grid","25"
"583","DJF_PRCP_diff",1.3702882939287,0.447004596472064,3.06549038811582,0.00224635975294483,"pah","grid","25"
"584","MAM_TAVG_diff",11.5114145401963,4.24230053987671,2.713483976911,0.00680153207933264,"pah","grid","25"
"585","IMPERV_PRCT",6.00474259300021,0.529724621643623,11.3355927734089,1.01184076427592e-27,"pah","grid","25"
"586","MARCAT_prct",-0.580885108834607,0.22299219452551,-2.60495713794213,0.00935963191771153,"pah","grid","25"
"587","(Intercept)",-19.8706975274012,6.46073887148076,-3.07560759267259,0.00217473769357412,"pah","grid","100"
"588","SiltClay",1.55832618332334,0.161127839968542,9.67136519441696,5.80210326077472e-21,"pah","grid","100"
"589","DJF_PRCP_diff",1.23343127858301,0.458219123795236,2.6917935427204,0.00726058525638477,"pah","grid","100"
"590","census2010_personsPERha",43.6635303859202,3.29181867032764,13.2642574694354,2.51027499251595e-36,"pah","grid","100"
"591","MAM_TAVG_diff",8.30938811686082,4.32050597059089,1.92324421570569,0.0548164157205754,"pah","grid","100"
"592","(Intercept)",-34.1249083355973,7.27552570360122,-4.69037011562013,3.25622299354811e-06,"pah","grid","400"
"593","SiltClay",1.63887186200096,0.171114924490121,9.57760912371836,1.51261092083555e-20,"pah","grid","400"
"594","DJF_PRCP_diff",1.09829530949473,0.486472104877559,2.25767376686718,0.0242610417137735,"pah","grid","400"
"595","census2010_personsPERha",51.7944767135991,3.98618878574787,12.9934831232238,7.17123383338449e-35,"pah","grid","400"
"596","MAM_TAVG_diff",9.7452564562649,4.59277232109045,2.12186796447839,0.0341855152506485,"pah","grid","400"
"597","(Intercept)",-9.0382106843272,14.6919282130995,-0.61518206141714,0.538688017471609,"pah","grid","1600"
"598","SiltClay",1.73023364553242,0.197193676670027,8.77428564014097,2.14442257040093e-17,"pah","grid","1600"
"599","DJF_PRCP_diff",1.45087482101703,0.522854988551356,2.77490863200309,0.00570882199368891,"pah","grid","1600"
"600","census2010_personsPERha",64.6832921812398,6.40609317249576,10.0971513275758,4.11757730365055e-22,"pah","grid","1600"
"601","WATCAT_prct",-1.02951399797037,0.458604963438329,-2.24488193553714,0.0251708820267087,"pah","grid","1600"
"602","MAM_TAVG_diff",6.52594103173135,5.32087946691667,1.22647789191755,0.220541795479927,"pah","grid","1600"
"603","(Intercept)",0.244751180968867,0.0398012233937453,6.14933813836809,1.23670605473893e-09,"pcb","grid","25"
"604","MAM_PRCP_diff",0.0282837095402173,0.00250791844379376,11.277762883482,1.89391853321714e-27,"pcb","grid","25"
"605","SiltClay",0.0109950980446766,0.0010593829270155,10.3787759499316,9.70370552197188e-24,"pcb","grid","25"
"606","DJF_TAVG_diff",-0.148237473678278,0.0172094641877463,-8.61371812980834,3.83628869285146e-17,"pcb","grid","25"
"607","census2010_personsPERha",0.0842236523375078,0.0194008808100997,4.34122827524731,1.60180237819156e-05,"pcb","grid","25"
"608","(Intercept)",0.224398312458037,0.0416201354307094,5.39158054474915,9.29901607646827e-08,"pcb","grid","100"
"609","MAM_PRCP_diff",0.0285617576296467,0.00254297308356178,11.2316397740404,3.27912663119423e-27,"pcb","grid","100"
"610","SiltClay",0.0111555134967388,0.00107901341361685,10.3386235573713,1.51007748044671e-23,"pcb","grid","100"
"611","DJF_TAVG_diff",-0.148848778557833,0.017432588395319,-8.53853571152989,7.22831796939215e-17,"pcb","grid","100"
"612","census2010_personsPERha",0.10047314846517,0.0221189278347194,4.54240590755309,6.45508689956197e-06,"pcb","grid","100"
"613","(Intercept)",0.161081317878067,0.0457846733551907,3.51823669524563,0.00046151787115403,"pcb","grid","400"
"614","MAM_PRCP_diff",0.0294583351868703,0.00258825374162931,11.3815483826273,9.94497950536406e-28,"pcb","grid","400"
"615","SiltClay",0.0116727571651893,0.00111459341780776,10.4726593381001,5.37808274327057e-24,"pcb","grid","400"
"616","DJF_TAVG_diff",-0.159307790985295,0.017965589238276,-8.86738469150164,5.76217181670444e-18,"pcb","grid","400"
"617","census2010_personsPERha",0.158195190021599,0.0263366197386983,6.0066626465792,2.99552321305924e-09,"pcb","grid","400"
"618","(Intercept)",0.150346785266507,0.0510548238705005,2.94481057554636,0.00336794635547025,"pcb","grid","1600"
"619","MAM_PRCP_diff",0.0287443377598135,0.00293918085166905,9.77971047392018,6.17992176212185e-21,"pcb","grid","1600"
"620","SiltClay",0.0120887140022939,0.00131276531763335,9.20858727749404,6.86269592329254e-19,"pcb","grid","1600"
"621","DJF_TAVG_diff",-0.154598858142291,0.0207785622859244,-7.44030583131431,3.87982727742532e-13,"pcb","grid","1600"
"622","census2010_personsPERha",0.238319974916526,0.0375026812368683,6.35474496906739,4.37847472807617e-10,"pcb","grid","1600"
"623","(Intercept)",0.172665061231714,0.0352086466294323,4.90405277570017,1.14135048964748e-06,"ddt","grid","25"
"624","SiltClay",0.00318474729620969,0.000328133803201492,9.70563613116714,4.13953118241294e-21,"ddt","grid","25"
"625","DJF_PRCP_diff",0.0064920540863814,0.000893595918591678,7.26508923251684,9.00221125371866e-13,"ddt","grid","25"
"626","MAM_TAVG_diff",0.0318230960513072,0.00857203196825068,3.71243319777322,0.000219786085309296,"ddt","grid","25"
"627","Logger_Salin_mean",-0.00424880436982846,0.000993044985231505,-4.27856183054784,2.1132522852205e-05,"ddt","grid","25"
"628","census2010_personsPERha",0.0184468389618922,0.00607825599112107,3.0348901047996,0.00248566233177302,"ddt","grid","25"
"629","CROPS_prct",0.0136904600431408,0.0050425782975848,2.71497222952355,0.0067737090645998,"ddt","grid","25"
"630","MARCAT_prct",-0.00102599710354548,0.000455615550364358,-2.25189219886148,0.0246047322209814,"ddt","grid","25"
"631","(Intercept)",0.133958304427312,0.0322658484834456,4.15170561828061,3.66920003744642e-05,"ddt","grid","100"
"632","SiltClay",0.00312807655154553,0.000324799828191636,9.63078265453985,8.36570106019571e-21,"ddt","grid","100"
"633","DJF_PRCP_diff",0.00651720415137404,0.000914384840332462,7.12741929208324,2.35817202482117e-12,"ddt","grid","100"
"634","MAM_TAVG_diff",0.0285804711316399,0.00871180431077076,3.28066036748607,0.00108231434064917,"ddt","grid","100"
"635","Logger_Salin_mean",-0.00453106236038316,0.00100658918943559,-4.50140177138579,7.79585590555144e-06,"ddt","grid","100"
"636","census2010_personsPERha",0.0298667596157339,0.00657784146645335,4.54051070827001,6.51185264016965e-06,"ddt","grid","100"
"637","CROPS_prct",0.0135842467897367,0.005849901988514,2.32213237356946,0.0204860904296006,"ddt","grid","100"
"638","(Intercept)",0.13791016650439,0.0324983503613396,4.24360513598403,2.45923445509369e-05,"ddt","grid","400"
"639","SiltClay",0.00295962341814708,0.000321876107678505,9.19491489906794,3.23137148589603e-19,"ddt","grid","400"
"640","DJF_PRCP_diff",0.006392445442169,0.00089638050722134,7.13139720316401,2.23776712816294e-12,"ddt","grid","400"
"641","MAM_TAVG_diff",0.0330465501095932,0.00858839480351554,3.84781450615965,0.000128742368676188,"ddt","grid","400"
"642","Logger_Salin_mean",-0.00499542600404062,0.00103928383918231,-4.80660413999215,1.83604265553767e-06,"ddt","grid","400"
"643","IMPERV_PRCT",0.00448901170217286,0.00140789299573257,3.18846085304736,0.0014864018496943,"ddt","grid","400"
"644","AGRCAT_prct",0.00317335076604731,0.00133394173399291,2.37892756870908,0.0175985656914544,"ddt","grid","400"
"645","(Intercept)",0.125680898256739,0.0345900402366071,3.63344180570595,0.000297651523672196,"ddt","grid","1600"
"646","SiltClay",0.00296750299264588,0.000322178873740212,9.21073116370353,2.82884021672319e-19,"ddt","grid","1600"
"647","DJF_PRCP_diff",0.00642827110295269,0.000897309044823718,7.16394328134245,1.79104248989234e-12,"ddt","grid","1600"
"648","MAM_TAVG_diff",0.0342487274073529,0.00864548957332248,3.961456099957,8.11934836835835e-05,"ddt","grid","1600"
"649","Logger_Salin_mean",-0.00475911500578048,0.00104150541388141,-4.56945776983007,5.66796511425976e-06,"ddt","grid","1600"
"650","IMPERV_PRCT",0.00862958408843705,0.00336505439953003,2.56447090116649,0.0105161330960645,"ddt","grid","1600"
"651","AGRCAT_prct",0.00355121451551079,0.00145114239700515,2.4471854194597,0.0146133801873448,"ddt","grid","1600"
"652","(Intercept)",0.000582282425475615,0.0115597484848651,0.0503715479828979,0.959843985946745,"pbde","grid","25"
"653","DJF_PRCP_diff",0.00489906043802025,0.000494971865295702,9.89765435474498,2.03606200694745e-21,"pbde","grid","25"
"654","DJF_TAVG_diff",-0.0177258208255895,0.00279638817948996,-6.33882697531019,4.7156456875029e-10,"pbde","grid","25"
"655","AMO",0.172960794878672,0.037617108743286,4.59792899180597,5.26193790948443e-06,"pbde","grid","25"
"656","(Intercept)",0.000582282425475615,0.0115597484848651,0.0503715479828979,0.959843985946745,"pbde","grid","100"
"657","DJF_PRCP_diff",0.00489906043802025,0.000494971865295702,9.89765435474498,2.03606200694745e-21,"pbde","grid","100"
"658","DJF_TAVG_diff",-0.0177258208255895,0.00279638817948996,-6.33882697531019,4.7156456875029e-10,"pbde","grid","100"
"659","AMO",0.172960794878672,0.037617108743286,4.59792899180597,5.26193790948443e-06,"pbde","grid","100"
"660","(Intercept)",0.000582282425475615,0.0115597484848651,0.0503715479828979,0.959843985946745,"pbde","grid","400"
"661","DJF_PRCP_diff",0.00489906043802025,0.000494971865295702,9.89765435474498,2.03606200694745e-21,"pbde","grid","400"
"662","DJF_TAVG_diff",-0.0177258208255895,0.00279638817948996,-6.33882697531019,4.7156456875029e-10,"pbde","grid","400"
"663","AMO",0.172960794878672,0.037617108743286,4.59792899180597,5.26193790948443e-06,"pbde","grid","400"
"664","(Intercept)",0.000582282425475615,0.0115597484848651,0.0503715479828979,0.959843985946745,"pbde","grid","1600"
"665","DJF_PRCP_diff",0.00489906043802025,0.000494971865295702,9.89765435474498,2.03606200694745e-21,"pbde","grid","1600"
"666","DJF_TAVG_diff",-0.0177258208255895,0.00279638817948996,-6.33882697531019,4.7156456875029e-10,"pbde","grid","1600"
"667","AMO",0.172960794878672,0.037617108743286,4.59792899180597,5.26193790948443e-06,"pbde","grid","1600"
"668","(Intercept)",0.00271130276070645,0.000618364287738305,4.3846367173356,1.31836567516541e-05,"ermqddt","grid","25"
"669","TOC_sediment",0.000898125968624542,9.91830613245285e-05,9.05523540643558,1.04063353932621e-18,"ermqddt","grid","25"
"670","DJF_PRCP_diff",9.23279826423229e-05,1.75293609047852e-05,5.26704784868222,1.78735102102655e-07,"ermqddt","grid","25"
"671","JJA_TAVG_diff",0.000656563303737197,0.000239234166243009,2.74443786206638,0.00619849292304624,"ermqddt","grid","25"
"672","Logger_Salin_mean",-4.87320216948475e-05,1.75182416554944e-05,-2.78178727369954,0.00553440229907033,"ermqddt","grid","25"
"673","CROPS_prct",0.000227600814380703,8.96597236715484e-05,2.53849560382849,0.0113231957569473,"ermqddt","grid","25"
"674","IMPERV_PRCT",3.73174070973269e-05,1.85779167958471e-05,2.00869707338062,0.0449078169418075,"ermqddt","grid","25"
"675","MARCAT_prct",-1.53457719417452e-05,7.83928717285203e-06,-1.95754685386302,0.0506335934624092,"ermqddt","grid","25"
"676","(Intercept)",0.00222861919639334,0.000557912284166022,3.99456914580171,7.08341779927155e-05,"ermqddt","grid","100"
"677","TOC_sediment",0.000859682162976629,9.73583809879136e-05,8.83007866660552,6.61241102368665e-18,"ermqddt","grid","100"
"678","DJF_PRCP_diff",9.10289830371303e-05,1.7492111567917e-05,5.20400196875546,2.48525576825321e-07,"ermqddt","grid","100"
"679","JJA_TAVG_diff",0.000629860502571238,0.000238925566006742,2.63622061505743,0.00854723692481781,"ermqddt","grid","100"
"680","Logger_Salin_mean",-5.76474548800954e-05,1.7584762076034e-05,-3.27826186278984,0.00108992763889854,"ermqddt","grid","100"
"681","CROPS_prct",0.000208810204097046,0.000103200484185492,2.02334519789395,0.0433721401642363,"ermqddt","grid","100"
