"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","response","spatialunit","size"
"112",0.7633176407986,0.761189202316573,0.0130821265184927,358.62800228629,2.44484976870533e-171,6,1642.69037645986,-3271.38075291972,-3241.06023997047,0.0951549710406924,556,"ermqmet","grid","1600"
"113",0.110499229920311,0.104932892185144,0.00448192146303157,19.8513340687538,1.10330923639957e-18,6,3213.96697509889,-6413.93395019778,-6381.09805425585,0.0160500083806256,799,"ermqpah","grid","25"
"114",0.320385159079339,0.315275273057379,0.00392007546186268,62.6990812911436,9.84020190783382e-64,7,3322.29350874402,-6628.58701748803,-6591.06027926868,0.0122628593181049,798,"ermqpah","grid","100"
"115",0.344700940101303,0.339773879500561,0.00384930897880021,69.9607672877793,5.52797060213862e-70,7,3336.95840137608,-6657.91680275216,-6620.39006453281,0.011824109332189,798,"ermqpah","grid","400"
"116",0.400326709607859,0.39490470879057,0.00372387114695019,73.8337604692648,3.48653592676074e-59,6,2336.31183643046,-4658.62367286092,-4628.34062654883,0.00766857062445575,553,"ermqpah","grid","1600"
"117",0.274809484355424,0.271123636753673,0.00351821922245244,74.5580159702881,1.33623119236332e-53,5,3353.35046000352,-6694.70092000703,-6666.65355165615,0.00974138093332304,787,"ermqpcb","grid","25"
"118",0.283919984968176,0.279258005703646,0.00351761783913005,60.9011685505197,1.75496487681099e-53,6,3277.83102563846,-6541.66205127692,-6509.1010481618,0.00950295188134347,768,"ermqpcb","grid","100"
"119",0.301143684854953,0.297287925874842,0.00352427614718548,78.1023104422139,4.29193932350077e-55,5,3089.7820265489,-6167.56405309781,-6140.00578589295,0.00900487871217487,725,"ermqpcb","grid","400"
"120",0.308556358856626,0.302270507573504,0.00347805078487057,49.0874417734229,5.13704356830041e-42,6,2361.75997333754,-4709.51994667507,-4679.27456861532,0.00665326049417634,550,"ermqpcb","grid","1600"
"121",0.588761828774355,0.586168902095757,0.0073208996446457,227.064588302472,2.62950036331859e-150,6,2797.98005573311,-5581.96011146622,-5549.17658484585,0.04250128828433,793,"ermqall","grid","25"
"122",0.582985100730708,0.580835539394268,0.00739037540365746,271.211195906749,9.44527956423345e-146,5,2727.13448141853,-5442.26896283707,-5414.30551193803,0.0423832953190205,776,"ermqall","grid","100"
"123",0.583547613088538,0.581470543827134,0.00735148388624769,280.947594734585,6.55813345924764e-151,5,2822.09682973367,-5632.19365946734,-5604.03371745772,0.0433435408944671,802,"ermqall","grid","400"
"124",0.573408666684399,0.570745799435238,0.00744507834033104,215.33505542383,1.74187722728406e-145,6,2812.39089862817,-5610.78179725635,-5577.92853157846,0.0443987823864268,801,"ermqall","grid","1600"
"125",0.096591367645999,0.0904373578888191,0.0705111099840667,15.6956799643202,1.06892762893624e-14,6,915.46660866787,-1816.93321733574,-1784.68666603235,3.6493134072899,734,"trawlabund","grid","25"
"126",0.0928417799748241,0.087904864491694,0.0706092037203676,18.8056247452627,9.86424365704325e-15,5,913.934105827802,-1815.8682116556,-1788.22831053842,3.66445984276791,735,"trawlabund","grid","100"
"127",0.0944417190580613,0.0895135107264046,0.0705469101330209,19.1634997350672,5.24247945703145e-15,5,914.587244489256,-1817.17448897851,-1789.53458786132,3.65799689904765,735,"trawlabund","grid","400"
"128",0.094724391774425,0.0897977217976873,0.0705358985595003,19.2268595667426,4.68780980891738e-15,5,914.702759122078,-1817.40551824416,-1789.76561712697,3.65685504441315,735,"trawlabund","grid","1600"
"129",0.127609935417147,0.117970266195237,5.44524110392132,13.2379994042848,4.47310223107217e-10,5,-1140.20358238587,2292.40716477175,2315.83933586008,10733.5355461,362,"trawlsprichtidal","grid","25"
"130",0.137911571790415,0.128385732804674,5.41299550613634,14.477629949115,5.61327964504097e-11,5,-1138.02382344326,2288.04764688651,2311.47981797484,10606.7883665017,362,"trawlsprichtidal","grid","100"
"131",0.134367086200681,0.124802081628313,5.42411188540045,14.0477806554162,1.15048792674529e-10,5,-1138.77673886126,2289.55347772252,2312.98564881085,10650.398287814,362,"trawlsprichtidal","grid","400"
"132",0.127609935417147,0.117970266195237,5.44524110392132,13.2379994042848,4.47310223107217e-10,5,-1140.20358238587,2292.40716477175,2315.83933586008,10733.5355461,362,"trawlsprichtidal","grid","1600"
"133",0.138391706465542,0.126748351147509,5.76195375587171,11.8858956619834,1.11458713296061e-10,6,-1188.97670029445,2391.9534005889,2419.46052459263,12284.0411013775,370,"trawlsprichopen","grid","25"
"134",0.138391706465542,0.126748351147509,5.76195375587171,11.8858956619834,1.11458713296061e-10,6,-1188.97670029445,2391.9534005889,2419.46052459263,12284.0411013775,370,"trawlsprichopen","grid","100"
"135",0.138391706465542,0.126748351147509,5.76195375587171,11.8858956619834,1.11458713296061e-10,6,-1188.97670029445,2391.9534005889,2419.46052459263,12284.0411013775,370,"trawlsprichopen","grid","400"
"136",0.138391706465542,0.126748351147509,5.76195375587171,11.8858956619834,1.11458713296061e-10,6,-1188.97670029445,2391.9534005889,2419.46052459263,12284.0411013775,370,"trawlsprichopen","grid","1600"
"137",0.123853145813385,0.116138645210484,4360.08757555854,16.0545902046869,8.08118084918799e-20,8,-7864.72626363719,15747.4525272744,15789.6477196999,15113239114.8993,795,"benthabund","grid","25"
"138",0.121945201845648,0.114213901736113,4364.83237308108,15.7729230683013,1.84709803121172e-19,8,-7865.59964077041,15749.1992815408,15791.3944739663,15146150507.8518,795,"benthabund","grid","100"
"139",0.115943972492452,0.109280233591642,4376.97115675158,17.3992370076726,5.57249186501722e-19,7,-7868.33443232387,15752.6688646477,15790.1757023593,15249669699.6001,796,"benthabund","grid","400"
"140",0.115943972492452,0.109280233591642,4376.97115675158,17.3992370076726,5.57249186501722e-19,7,-7868.33443232387,15752.6688646477,15790.1757023593,15249669699.6001,796,"benthabund","grid","1600"
"141",0.318725117517381,0.312749022057007,14.845753378144,53.3333377337721,1.76029262818994e-62,8,-3314.00184268467,6646.00368536933,6688.23243905189,175876.32190501,798,"benthsprich","grid","25"
"142",0.317067643424458,0.310212613496473,14.8731234498418,46.2532836115045,3.46466867496841e-61,9,-3314.98111089113,6649.96222178227,6696.88305920733,176304.211519924,797,"benthsprich","grid","100"
"143",0.320328093210616,0.314366058940534,14.8282777620838,53.7279859020658,6.96287836646316e-63,8,-3313.05250431494,6644.10500862988,6686.33376231244,175462.501468828,798,"benthsprich","grid","400"
"144",0.302985603472556,0.297751452810272,15.0068652560337,57.886297705531,1.77080017335254e-59,7,-3323.20644146343,6662.41288292686,6699.94955286691,179939.597845389,799,"benthsprich","grid","1600"
