SC_CLIM_DIV,START_DATE,END_DATE,MONTH,YEAR,    PCP,   TAVG,   TMIN,   TMAX,   PDSI,   PHDI,   ZNDX,   PMDI,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24
7,3/1/2001,3/31/2001,3,2001,6.44,55.4,44,66.7,-1.26,-1.26,1.99,-0.3,1.29,0.47,-0.08,-0.48,-0.25,-0.82,-0.55
7,4/1/2001,4/30/2001,4,2001,0.85,64.4,51.6,77.2,-1.89,-1.89,-2.28,-1.88,-1.65,0.3,-0.17,-0.36,-0.51,-1.05,-0.8
7,5/1/2001,5/31/2001,5,2001,1.77,72.3,58.9,85.8,-2.46,-2.46,-2.31,-2.46,-0.97,-1.72,-0.33,-0.96,-0.53,-0.88,-0.9
7,6/1/2001,6/30/2001,6,2001,5.16,78.3,68.3,88.2,-2.44,-2.44,-0.69,-2.44,0.16,-0.67,-1.37,-0.91,-1.1,-0.85,-1.02
7,7/1/2001,7/31/2001,7,2001,6.91,79.7,70,89.3,-2.04,-2.04,0.44,-1.79,0.53,0.38,-0.27,-0.38,-0.47,-0.62,-0.86
7,8/1/2001,8/31/2001,8,2001,3.92,80.6,70.3,90.9,-2.54,-2.54,-2.11,-2.54,-0.87,-0.31,-0.25,-0.54,-1.03,-0.7,-0.95
7,9/1/2001,9/30/2001,9,2001,3.99,73,63,83,-2.52,-2.52,-0.72,-2.52,-0.04,-0.86,-0.47,-1.25,-1.07,-1.24,-1.36
7,10/1/2001,10/31/2001,10,2001,0.49,63.6,49.9,77.4,-3.01,-3.01,-2.27,-3.01,-1.59,-0.93,-1.47,-1.31,-1.26,-1.27,-1.7
7,11/1/2001,11/30/2001,11,2001,0.45,61.7,48.4,75,-3.68,-3.68,-2.93,-3.68,-1.68,-3.03,-1.41,-1.36,-1.44,-1.79,-1.68
7,12/1/2001,12/31/2001,12,2001,1.02,55,42.9,67.2,-4.52,-4.52,-3.65,-4.52,-1.6,-2.37,-2.84,-2.54,-2.71,-2.2,-2.28
7,1/1/2002,1/31/2002,1,2002,2.52,50.1,38.1,62.1,-4.61,-4.61,-1.67,-4.61,-0.32,-1.1,-1.58,-2.22,-2.05,-1.92,-2.21
7,2/1/2002,2/28/2002,2,2002,2.14,50.5,37.3,63.8,-4.77,-4.77,-1.92,-4.77,-0.78,-0.83,-1.29,-2.04,-1.95,-1.95,-2.24
7,3/1/2002,3/31/2002,3,2002,3.67,59.4,46.6,72.2,-4.78,-4.78,-1.48,-4.78,0.04,-0.51,-0.63,-1.91,-2.06,-2.41,-2.34
7,4/1/2002,4/30/2002,4,2002,1.36,69.4,57.8,80.9,-5.17,-5.17,-2.65,-5.17,-1.16,-0.65,-1.01,-1.86,-2.42,-2.12,-2.56
7,5/1/2002,5/31/2002,5,2002,2.58,71,58.3,83.8,-5.14,-5.14,-1.52,-5.14,-0.39,-1.08,-0.82,-1.48,-2.13,-1.94,-2.21
7,6/1/2002,6/30/2002,6,2002,5.92,78.6,68.1,89,-4.6,-4.6,0.04,-4.53,0.51,-0.03,-0.65,-0.86,-1.85,-1.92,-2.13
7,7/1/2002,7/31/2002,7,2002,3.94,82.5,72.1,93,-4.91,-4.91,-2.36,-4.91,-1.18,-0.38,-0.7,-1.23,-1.96,-2.55,-3.09
7,8/1/2002,8/31/2002,8,2002,7.21,79.9,69.7,90.1,0.12,-4.28,0.36,-4.09,0.67,-0.19,0.05,-0.63,-1.25,-2.05,-2.39
7,9/1/2002,9/30/2002,9,2002,5.25,78,69.6,86.3,0.06,-3.9,-0.16,-3.71,0.45,0.72,0.03,-0.45,-0.74,-1.6,-2.53
7,10/1/2002,10/31/2002,10,2002,5.5,69.5,61,78.1,0.72,-2.82,2.01,-1.83,1.11,0.98,1.14,0.47,-0.15,-0.82,-1.5
7,11/1/2002,11/30/2002,11,2002,5.08,54.9,43.4,66.4,1.74,-1.44,3.27,0.76,1.56,1.5,1.42,1.12,0.57,-0.15,-1.24
7,12/1/2002,12/31/2002,12,2002,4.02,47.1,35.7,58.5,2.09,-0.77,1.58,1.87,0.57,1.33,1.47,1.14,0.7,0.28,-1.19
7,1/1/2003,1/31/2003,1,2003,1.13,44,32,56,1.3,-1.26,-1.71,0.65,-1.34,-0.43,0.48,1.06,0.6,0.08,-1.15
7,2/1/2003,2/28/2003,2,2003,3.27,49.4,38.1,60.6,1.11,-1.18,-0.17,0.57,-0.09,-0.94,-0.46,0.81,0.69,0.27,-1.02
7,3/1/2003,3/31/2003,3,2003,6.86,59.6,49.8,69.4,1.64,1.64,1.94,1.64,1.45,0.97,0.22,1.15,1,0.66,-0.96
7,4/1/2003,4/30/2003,4,2003,4.87,63.4,52.3,74.4,2.18,2.18,2.11,2.18,1.17,1.66,1.27,1.13,1.46,1.08,-0.52
7,5/1/2003,5/31/2003,5,2003,5.57,72.8,62.8,82.7,2.5,2.5,1.66,2.5,1.08,1.48,1.86,1.02,1.53,1.38,-0.14
7,6/1/2003,6/30/2003,6,2003,6.52,77.7,67.9,87.5,2.81,2.81,1.68,2.81,0.76,1.25,1.72,1.13,1.61,1.49,0
7,7/1/2003,7/31/2003,7,2003,8.38,80.3,71.8,88.8,3.29,3.29,2.33,3.29,1.08,1.16,1.56,1.9,1.65,1.95,0.18
7,8/1/2003,8/31/2003,8,2003,5.01,80.7,72.1,89.3,2.79,2.79,-0.49,2.54,-0.27,0.55,0.77,1.93,1.25,1.73,0.29
7,9/1/2003,9/30/2003,9,2003,3.76,73.9,64.4,83.4,2.45,2.45,-0.17,2.07,-0.14,-0.53,0.25,1.2,1.02,1.5,0.22
7,10/1/2003,10/31/2003,10,2003,3.76,65.7,54.3,77.1,2.57,2.57,1.11,2.57,0.57,0.12,-0.15,0.95,1.46,1.37,0.47
7,11/1/2003,11/30/2003,11,2003,0.99,60.8,47.8,73.6,-0.57,1.73,-1.71,0.94,-0.91,0.03,-0.26,0.35,1.35,0.94,0.48
7,12/1/2003,12/31/2003,12,2003,2.14,45.5,32.4,58.6,-0.71,1.36,-0.59,0.29,-0.59,-1.06,-0.34,-0.09,0.72,0.7,0.64
7,1/1/2004,1/31/2004,1,2004,1.97,45.6,33,58,-0.96,0.89,-0.97,-0.55,-0.68,-0.85,-1.14,-0.85,0.22,0.79,0.55
7,2/1/2004,2/29/2004,2,2004,5.05,47.1,36.9,57.3,-0.31,1.35,1.66,0.56,0.84,0.08,-0.24,-0.33,0.15,1.02,0.83
7,3/1/2004,3/31/2004,3,2004,0.44,58.9,45.4,72.4,-1.31,-1.31,-3.12,-1.31,-2.25,-0.64,-0.91,-0.84,-0.6,0.2,0.56
7,4/1/2004,4/30/2004,4,2004,2.69,64.2,50.3,78.1,-1.46,-1.46,-0.86,-1.46,-0.11,-1.76,-0.6,-1.22,-1.06,-0.13,0.68
7,5/1/2004,5/31/2004,5,2004,2.95,74.9,63.5,86.2,-1.8,-1.8,-1.46,-1.8,-0.16,-0.33,-1.39,-1.02,-0.98,-0.47,0.7
7,6/1/2004,6/30/2004,6,2004,6.22,79.9,70.7,89.1,-1.57,-1.57,0.14,-1.43,0.64,0.23,0.04,-0.62,-0.67,-0.53,0.73
7,7/1/2004,7/31/2004,7,2004,4.56,81.6,71.7,91.5,-1.96,-1.96,-1.66,-1.96,-0.69,-0.05,-0.3,-0.68,-1.18,-1.13,0.83
7,8/1/2004,8/31/2004,8,2004,7.53,78.5,69.3,87.6,-1.43,-1.43,0.98,-0.91,0.78,0.14,0.38,-0.7,-0.65,-0.74,0.84
7,9/1/2004,9/30/2004,9,2004,5.71,75.1,67,83.2,-1.01,-1.01,0.84,-0.05,0.6,0.95,0.43,0.27,-0.29,-0.4,0.86
7,10/1/2004,10/31/2004,10,2004,1.71,68.1,58.7,77.4,-1.22,-1.22,-0.96,-0.67,-0.38,0.09,0.47,0.13,-0.28,-0.75,0.51
7,11/1/2004,11/30/2004,11,2004,1.57,58.8,47.5,70.1,-1.46,-1.46,-1.07,-1.28,-0.36,-0.58,-0.13,0.13,-0.71,-0.71,0.12
7,12/1/2004,12/31/2004,12,2004,2,48.7,36.3,61,-1.73,-1.73,-1.26,-1.73,-0.69,-0.8,-0.9,-0.31,-0.27,-0.76,0
7,1/1/2005,1/31/2005,1,2005,1.94,50.2,38.9,61.5,-2.04,-2.04,-1.47,-2.04,-0.7,-0.93,-0.98,-0.26,-0.43,-0.73,0.06
7,2/1/2005,2/28/2005,2,2005,3.65,50.8,39.8,61.8,0.03,-1.8,0.09,-1.69,0.12,-0.47,-0.71,-0.55,-0.28,-0.94,0.13
7,3/1/2005,3/31/2005,3,2005,5.81,55,42.8,67.2,0.54,-1.11,1.52,-0.23,1.03,0.76,0.26,-0.35,-0.09,-0.09,0.04
7,4/1/2005,4/30/2005,4,2005,1.96,61.6,48.4,74.8,0.24,-1.23,-0.72,-0.65,-0.65,0.47,0.42,-0.35,-0.04,-0.22,-0.23
7,5/1/2005,5/31/2005,5,2005,4.95,69.4,57.5,81.3,0.72,-0.6,1.51,0.65,0.82,0.19,0.74,0.04,-0.06,0.06,-0.29
7,6/1/2005,6/30/2005,6,2005,6.93,77.7,69.1,86.2,1.32,1.32,2.03,1.32,0.92,1.18,0.7,0.58,0.02,0.16,-0.25
7,7/1/2005,7/31/2005,7,2005,5.22,82.8,73.5,92.2,-0.19,1,-0.56,0.59,-0.28,0.4,0.67,0.69,0.08,0.25,-0.58
7,8/1/2005,8/31/2005,8,2005,6.33,81.6,73,90.2,-0.15,0.91,0.05,0.46,0.32,-0.05,0.42,0.8,0.24,0.12,-0.4
7,9/1/2005,9/30/2005,9,2005,0.61,78.5,68.2,88.8,-1.21,-1.21,-3.22,-1.21,-2.65,-1.28,-1.44,-0.51,-0.25,-0.6,-0.8
7,10/1/2005,10/31/2005,10,2005,5.04,67.2,56.9,77.4,0.49,-0.59,1.47,0.41,0.98,-0.49,-0.3,0.21,0.34,-0.12,-0.68
7,11/1/2005,11/30/2005,11,2005,3.49,58.6,45.6,71.6,0.78,0.78,1.01,0.78,0.85,1.07,-0.09,0.2,0.54,0.1,-0.49
7,12/1/2005,12/31/2005,12,2005,3.6,47.4,35.9,58.9,0.98,0.98,0.87,0.98,0.34,0.7,0.98,-0.04,0.28,0.33,-0.27
7,1/1/2006,1/31/2006,1,2006,2.96,53.2,41,65.3,-0.17,-0.17,-0.52,0.71,-0.05,0.1,0.43,0.04,0.37,0.46,-0.18
7,2/1/2006,2/28/2006,2,2006,3.66,49.4,37.7,61,-0.09,-0.09,0.2,0.7,0.12,-0.07,0.07,0,0.19,0.48,-0.29
7,3/1/2006,3/31/2006,3,2006,0.92,56.8,44.6,68.9,-0.93,-0.93,-2.54,-0.93,-1.79,-1.03,-0.89,0.2,-0.54,-0.18,-0.22
7,4/1/2006,4/30/2006,4,2006,2.93,67.3,54.1,80.5,-1.09,-1.09,-0.77,-1.09,0.05,-1.28,-0.86,-0.21,-0.41,-0.08,-0.19
7,5/1/2006,5/31/2006,5,2006,2.26,70.8,58.7,83,-1.42,-1.42,-1.35,-1.42,-0.6,-0.52,-1.38,-0.78,-0.68,-0.43,-0.26
7,6/1/2006,6/30/2006,6,2006,6.46,77.6,66.6,88.7,-0.97,-0.97,0.93,-0.38,0.74,0.06,-0.03,-0.65,0.14,-0.52,-0.23
7,7/1/2006,7/31/2006,7,2006,2.77,81.5,70.4,92.6,-1.8,-1.8,-2.81,-1.8,-2.93,-0.64,-1,-1.38,-0.77,-0.89,-0.41
7,8/1/2006,8/31/2006,8,2006,5.26,82.3,72.7,91.8,-2.13,-2.13,-1.55,-2.13,-0.15,-1.62,-0.71,-1.67,-1.16,-1.11,-0.64
7,9/1/2006,9/30/2006,9,2006,4.72,74.6,64.6,84.5,-2.06,-2.06,-0.44,-2.06,0.25,-0.08,-1.21,-0.86,-1.23,-0.4,-0.79
7,10/1/2006,10/31/2006,10,2006,2.37,64,51.6,76.4,-2.02,-2.02,-0.51,-2.02,-0.01,-0.01,-0.2,-0.92,-1.32,-0.85,-0.74
7,11/1/2006,11/30/2006,11,2006,4.3,56.2,43.8,68.7,-1.17,-1.17,1.93,-0.21,1.23,0.61,0.47,-0.15,-0.99,-0.77,-0.52
7,12/1/2006,12/31/2006,12,2006,3.38,54.6,42.9,66.3,-1.07,-1.07,-0.08,-0.14,0.22,0.9,0.52,-0.37,-0.35,-0.83,-0.32
7,1/1/2007,1/31/2007,1,2007,3.32,51.7,40.8,62.6,-0.98,-0.98,-0.05,-0.06,0.15,0.15,0.68,0.27,-0.32,-0.74,-0.19
7,2/1/2007,2/28/2007,2,2007,2.48,48.6,36.3,60.8,-1.17,-1.17,-0.87,-0.58,-0.57,-0.39,-0.24,0.21,-0.25,-0.9,-0.27
7,3/1/2007,3/31/2007,3,2007,1.36,60.1,46.4,73.8,-1.88,-1.88,-2.5,-1.88,-1.42,-1.36,-1.01,-0.25,-0.9,-0.79,-0.71
7,4/1/2007,4/30/2007,4,2007,1.97,63.1,49.3,76.9,-2.08,-2.08,-1.16,-2.08,-0.64,-1.62,-1.7,-0.37,-0.47,-0.94,-0.7
7,5/1/2007,5/31/2007,5,2007,1.19,70.5,57.7,83.3,-2.65,-2.65,-2.38,-2.65,-1.51,-1.45,-2.05,-1.38,-0.74,-1.07,-1.12
7,6/1/2007,6/30/2007,6,2007,5.21,78,67.7,88.3,-2.56,-2.56,-0.54,-2.56,0.19,-0.9,-1.16,-1.46,-0.77,-1.33,-1.35
7,7/1/2007,7/31/2007,7,2007,5.11,80,69.7,90.2,-2.68,-2.68,-1.15,-2.68,-0.34,-0.21,-0.99,-1.82,-0.91,-0.95,-1.54
7,8/1/2007,8/31/2007,8,2007,4.5,83.7,73.5,93.9,-3.16,-3.16,-2.27,-3.16,-0.54,-0.81,-0.6,-2.03,-1.64,-1.11,-1.86
7,9/1/2007,9/30/2007,9,2007,4.44,76.6,66.8,86.4,-3.15,-3.15,-0.94,-3.15,0.15,-0.46,-0.73,-1.29,-1.68,-1.07,-1.17
7,10/1/2007,10/31/2007,10,2007,3.28,70.5,60.4,80.6,-3.02,-3.02,-0.6,-3.02,0.39,0.18,-0.23,-0.95,-1.7,-1,-1.35
7,11/1/2007,11/30/2007,11,2007,0.21,56,42.4,69.6,-3.56,-3.56,-2.55,-3.56,-2.24,-0.48,-0.43,-0.87,-2.12,-1.79,-1.62
7,12/1/2007,12/31/2007,12,2007,4.79,55.3,43,67.6,-3.2,-3.2,-0.03,-3.16,0.95,-0.11,0.07,-0.49,-1.1,-1.57,-1.74
7,1/1/2008,1/31/2008,1,2008,3.01,47.4,36.4,58.5,-2.99,-2.99,-0.34,-2.99,-0.02,0.53,-0.15,-0.3,-0.87,-1.56,-1.54
7,2/1/2008,2/29/2008,2,2008,3.71,53.8,40.2,67.4,-2.72,-2.72,-0.12,-2.71,0.15,-0.03,0.43,0.01,-0.38,-1.33,-1.57
7,3/1/2008,3/31/2008,3,2008,2.62,57.4,44.4,70.3,-2.85,-2.85,-1.24,-2.85,-0.55,-0.31,-0.33,-0.17,-0.57,-1.04,-1.35
7,4/1/2008,4/30/2008,4,2008,2.79,63.6,51.6,75.6,-2.6,-2.6,-0.12,-2.58,-0.04,-0.47,-0.27,-0.3,-0.44,-0.91,-1.38
7,5/1/2008,5/31/2008,5,2008,2.92,71,58.8,83.2,-2.52,-2.52,-0.58,-2.52,-0.18,-0.3,-0.57,-0.05,-0.3,-0.62,-1.28
7,6/1/2008,6/30/2008,6,2008,3.16,80.9,69,92.8,-2.97,-2.97,-2.13,-2.97,-1.09,-1.05,-0.99,-0.86,-0.62,-0.97,-1.74
7,7/1/2008,7/31/2008,7,2008,5.15,80.7,70.2,91.1,-3.1,-3.1,-1.29,-3.1,-0.32,-1.05,-1.08,-1.04,-0.9,-0.96,-1.62
7,8/1/2008,8/31/2008,8,2008,7.92,80.6,71.6,89.6,0.25,-2.53,0.75,-2.16,0.92,0.46,-0.18,-0.66,-0.2,-0.43,-1.16
7,9/1/2008,9/30/2008,9,2008,3.6,75.8,66.4,85.3,-0.32,-2.59,-0.97,-2.56,-0.21,0.43,0.11,-0.61,-0.69,-0.53,-1.29
7,10/1/2008,10/31/2008,10,2008,7.93,63.5,51.7,75.3,1.59,-0.74,4.76,1.35,1.71,1.17,1.44,0.52,0.22,0.13,-0.64
7,11/1/2008,11/30/2008,11,2008,3.63,53,41,65.1,2.09,2.09,1.99,2.09,0.92,1.69,1.29,0.87,0.44,0.56,-0.76
7,12/1/2008,12/31/2008,12,2008,1.06,54.7,43.2,66.2,-0.6,1.27,-1.81,0.38,-1.55,-0.24,1.08,0.88,0.28,0.04,-1.01
7,1/1/2009,1/31/2009,1,2009,1.44,47.9,36.5,59.2,-1.08,0.6,-1.63,-1.03,-1.08,-1.58,-0.76,0.65,0.01,-0.19,-1.14
7,2/1/2009,2/28/2009,2,2009,1.87,48.9,35.7,62.1,-1.46,-1.46,-1.48,-1.46,-0.96,-1.38,-1.7,0.03,-0.13,-0.43,-1.22
7,3/1/2009,3/31/2009,3,2009,4.41,56.9,45.3,68.4,0.08,-1.23,0.24,-1.02,0.41,-0.33,-0.83,0.31,0.29,-0.15,-0.86
7,4/1/2009,4/30/2009,4,2009,4.95,63.4,51.2,75.6,0.8,0.8,2.19,0.8,1.21,0.99,0.37,-0.26,0.66,0.11,-0.53
7,5/1/2009,5/31/2009,5,2009,5.93,72.7,62.8,82.4,1.39,1.39,2.01,1.39,1.22,1.63,1.39,-0.09,0.71,0.5,-0.06
7,6/1/2009,6/30/2009,6,2009,3.9,80.5,69.9,91.1,-0.35,0.9,-1.05,0.23,-0.55,0.47,1.01,0.04,0.67,0.61,-0.18
7,7/1/2009,7/31/2009,7,2009,5.37,80,69.4,90.6,-0.52,0.6,-0.61,-0.43,-0.2,-0.62,0.13,0.28,-0.15,0.64,-0.13
7,8/1/2009,8/31/2009,8,2009,4.03,81,71.5,90.5,-1.13,-1.13,-2,-1.13,-0.81,-0.91,-1.12,0.25,-0.75,0.17,-0.15
7,9/1/2009,9/30/2009,9,2009,2.67,76.2,66.2,86.1,-1.69,-1.69,-2.03,-1.69,-0.68,-1.39,-1.48,-0.32,-0.74,0.03,-0.39
7,10/1/2009,10/31/2009,10,2009,3.62,65.3,55.1,75.6,0.14,-1.38,0.41,-1.1,0.52,-0.26,-0.8,-0.53,-0.3,-0.6,-0.4
7,11/1/2009,11/30/2009,11,2009,3.36,57.5,46.9,68.2,0.42,-0.94,0.89,-0.16,0.79,0.7,0.04,-0.82,0.19,-0.7,-0.16
7,12/1/2009,12/31/2009,12,2009,8.98,49.1,38.8,59.4,2.25,2.25,5.62,2.25,2.55,2.19,1.71,0.67,0.98,0.46,0.33
7,1/1/2010,1/31/2010,1,2010,5.73,43.6,32.2,55,2.95,2.95,2.81,2.95,1.29,2.51,2.26,1.09,1.02,1.01,0.54
7,2/1/2010,2/28/2010,2,2010,3.04,44.2,33,55.4,-0.03,2.62,-0.09,2.52,-0.23,0.72,2.11,1.28,0.6,1.15,0.51
7,3/1/2010,3/31/2010,3,2010,3.14,53.9,42,65.8,-0.2,2.18,-0.52,1.81,-0.25,-0.37,0.4,1.42,0.7,0.97,0.56
7,4/1/2010,4/30/2010,4,2010,1.3,65.7,52,79.4,-0.84,1.29,-1.99,0.06,-1.21,-0.95,-0.88,1.18,0.54,0.51,0.44
7,5/1/2010,5/31/2010,5,2010,4.07,74.6,64.2,85,-0.9,1.01,-0.43,-0.37,0.43,-0.45,-0.51,1.11,0.85,0.27,0.53
7,6/1/2010,6/30/2010,6,2010,4.03,82.9,72.4,93.4,-1.49,-1.49,-2.04,-1.49,-0.46,-0.18,-0.8,-0.2,0.95,0.3,0.61
7,7/1/2010,7/31/2010,7,2010,5.67,83,72.6,93.4,-1.74,-1.74,-1.22,-1.74,-0.04,-0.45,-0.29,-0.83,0.85,0.34,0.71
7,8/1/2010,8/31/2010,8,2010,7.88,82.7,73.8,91.6,-1.42,-1.42,0.43,-1.13,0.91,0.6,0.19,-0.3,1,0.85,0.7
7,9/1/2010,9/30/2010,9,2010,5.57,77.6,66.5,88.8,-1.22,-1.22,0.16,-0.79,0.56,1.01,0.78,0.03,0.26,1.12,0.83
7,10/1/2010,10/31/2010,10,2010,1.05,66.9,53.7,80.1,-1.67,-1.67,-1.72,-1.67,-0.88,-0.16,0.36,0.05,-0.48,0.88,0.19
7,11/1/2010,11/30/2010,11,2010,0.61,56.7,43.4,70,-2.19,-2.19,-2.09,-2.19,-1.41,-1.68,-0.64,-0.38,-0.72,0.54,-0.18
7,12/1/2010,12/31/2010,12,2010,2.13,41.5,29.5,53.6,-2.44,-2.44,-1.43,-2.44,-0.59,-1.31,-1.56,-0.35,-0.76,-0.46,0.01
7,1/1/2011,1/31/2011,1,2011,2.06,43.4,32,54.8,-2.59,-2.59,-1.21,-2.59,-0.62,-0.82,-1.25,-0.49,-0.63,-1.03,0.05
7,2/1/2011,2/28/2011,2,2011,3.43,53.5,41.4,65.6,-2.48,-2.48,-0.46,-2.48,0,-0.51,-0.7,-0.92,-0.71,-0.94,0.23
7,3/1/2011,3/31/2011,3,2011,3.75,58.9,46.4,71.5,-2.38,-2.38,-0.48,-2.38,0.08,0,-0.35,-1.15,-0.48,-0.8,0.18
7,4/1/2011,4/30/2011,4,2011,2.14,67.2,54.2,80.2,-2.58,-2.58,-1.33,-2.58,-0.51,-0.26,-0.2,-1,-0.56,-0.68,-0.08
7,5/1/2011,5/31/2011,5,2011,1.45,73.2,60.9,85.6,-3.15,-3.15,-2.51,-3.15,-1.25,-1.24,-0.92,-1.09,-1.28,-1.04,-0.52
7,6/1/2011,6/30/2011,6,2011,2.62,82.2,69.9,94.6,-4.05,-4.05,-3.67,-4.05,-1.61,-2.05,-1.93,-1.48,-2.06,-1.32,-0.66
7,7/1/2011,7/31/2011,7,2011,5.18,83.4,72.8,94.1,-4.28,-4.28,-1.96,-4.28,-0.3,-1.31,-1.75,-1.49,-2.02,-1.42,-0.71
7,8/1/2011,8/31/2011,8,2011,4.43,82.7,72.2,93.2,-4.67,-4.67,-2.5,-4.67,-0.58,-0.81,-1.53,-1.96,-1.93,-2.26,-0.62
7,9/1/2011,9/30/2011,9,2011,4.62,75.7,65.1,86.2,-4.48,-4.48,-0.87,-4.48,0.22,-0.42,-0.66,-1.73,-1.66,-2.21,-0.44
7,10/1/2011,10/31/2011,10,2011,1.94,62.9,50.4,75.4,-4.37,-4.37,-1.03,-4.37,-0.24,-0.17,-0.59,-1.85,-1.7,-2.32,-0.66
7,11/1/2011,11/30/2011,11,2011,1.82,57.7,44.3,71.2,-4.27,-4.27,-1.06,-4.27,-0.16,-0.36,-0.3,-1.45,-1.94,-1.96,-0.86
7,12/1/2011,12/31/2011,12,2011,1.32,53.3,40.6,66,-4.9,-4.9,-3.21,-4.9,-1.28,-1.05,-0.98,-1.37,-2.41,-2.2,-1.87
7,1/1/2012,1/31/2012,1,2012,1.14,51.4,37.9,65,-5.41,-5.41,-3.04,-5.41,-1.33,-1.6,-1.46,-1.41,-2.48,-2.29,-2.2
7,2/1/2012,2/29/2012,2,2012,2.4,54.2,42.2,66.3,-5.58,-5.58,-2.19,-5.58,-0.62,-1.29,-1.55,-1.31,-2.25,-2.61,-2.41
7,3/1/2012,3/31/2012,3,2012,4.82,64.7,52.7,76.7,-5.57,-5.57,-1.68,-5.57,0.6,0.01,-0.62,-1.05,-1.39,-2.2,-2.18
7,4/1/2012,4/30/2012,4,2012,2.04,66.2,53.5,78.8,-5.59,-5.59,-1.8,-5.59,-0.59,0.14,-0.22,-1.15,-1.31,-2.06,-2.11
7,5/1/2012,5/31/2012,5,2012,6.72,74.1,63.6,84.6,0.64,-4.38,1.92,-3.61,1.5,0.89,0.96,-0.33,-0.45,-1.15,-1.69
7,6/1/2012,6/30/2012,6,2012,5.68,75.3,64.6,85.9,0.98,-3.52,1.21,-2.28,0.41,1.35,0.9,0.1,-0.39,-0.72,-1.52
7,7/1/2012,7/31/2012,7,2012,5.39,83.3,72.6,94,0.71,-3.32,-0.48,-2.23,-0.19,0.05,0.86,0.41,-0.36,-0.69,-1.81
7,8/1/2012,8/31/2012,8,2012,9.19,79.2,70.2,88.3,1.56,-2.06,2.76,0,1.34,0.9,0.85,1.31,0.23,0.02,-1.55
7,9/1/2012,9/30/2012,9,2012,1.47,75.4,65,85.8,-0.6,-2.45,-1.81,-1.04,-1.53,0.15,-0.08,0.45,0,-0.42,-2.11
7,10/1/2012,10/31/2012,10,2012,1.94,66.5,55.8,77.1,-0.83,-2.48,-0.86,-1.36,-0.24,-1.42,-0.13,0.47,0.2,-0.43,-1.79
7,11/1/2012,11/30/2012,11,2012,1.66,52.7,40.6,64.7,-0.89,-2.38,-0.46,-1.39,-0.28,-0.43,-1.36,-0.27,0.31,-0.52,-1.55
7,12/1/2012,12/31/2012,12,2012,4.09,53.6,42.7,64.4,-0.67,-2,0.39,-0.9,0.61,0.21,-0.1,-0.16,0.28,-0.11,-1.54
7,1/1/2013,1/31/2013,1,2013,0.77,53.8,42,65.7,-1.51,-2.7,-2.72,-2.25,-1.68,-0.55,-0.63,-0.53,0.03,-0.15,-1.53
7,2/1/2013,2/28/2013,2,2013,9.43,50.1,38.8,61.4,1.87,-0.55,5.62,1.87,2.65,1.22,1.2,0,0.45,0.82,-0.86
7,3/1/2013,3/31/2013,3,2013,3.58,50.9,39.4,62.5,1.7,1.7,0.06,1.7,-0.01,1.78,0.88,0.5,0.37,0.64,-0.86
7,4/1/2013,4/30/2013,4,2013,4.58,63.7,52.2,75.1,2.11,2.11,1.76,2.11,1.02,0.6,1.79,0.96,0.65,0.94,-0.6
7,5/1/2013,5/31/2013,5,2013,2.54,69.7,59,80.4,1.64,1.64,-0.75,1.24,-0.42,0.27,0.17,0.9,0.05,0.41,-0.48
7,6/1/2013,6/30/2013,6,2013,8.96,78.8,69.9,87.8,2.56,2.56,3.26,2.56,1.62,1.06,1.43,1.42,0.98,0.84,0.14
7,7/1/2013,7/31/2013,7,2013,10.86,80,72.2,87.8,3.76,3.76,4.37,3.76,1.84,2.25,2.04,2.59,1.74,1.46,0.68
7,8/1/2013,8/31/2013,8,2013,6.04,79.3,70.8,87.7,3.57,3.57,0.59,3.57,0.2,1.5,2,1.81,1.93,1.13,0.8
7,9/1/2013,9/30/2013,9,2013,2.32,75.2,65.3,85.1,-0.38,2.82,-1.15,2.3,-0.89,-0.68,0.81,1.44,1.57,1.16,0.59
7,10/1/2013,10/31/2013,10,2013,1.04,66.4,55.6,77.1,-0.85,2.02,-1.53,0.86,-0.89,-1.44,-1.1,0.72,1.65,1.11,0.48
7,11/1/2013,11/30/2013,11,2013,3.03,55,43.1,66.8,0.27,2.08,0.82,1.22,0.61,-0.23,-0.9,1.01,0.95,1.32,0.54
7,12/1/2013,12/31/2013,12,2013,3.06,53.5,42.2,64.8,0.18,1.8,-0.19,0.85,0.03,0.34,-0.27,0.37,0.93,1.2,0.75
7,1/1/2014,1/31/2014,1,2014,2.83,43.2,31.3,55,0.16,1.62,0,0.65,-0.13,-0.15,0.11,-0.7,0.61,1.42,0.85
7,2/1/2014,2/28/2014,2,2014,3.44,51.3,39.7,62.9,0.1,1.4,-0.14,0.38,0,-0.21,-0.19,-0.73,0.73,0.7,0.96
7,3/1/2014,3/31/2014,3,2014,3.9,52.8,40.5,65.2,0.15,1.32,0.18,0.36,0.16,0.06,-0.08,-0.23,0.22,0.72,0.89
7,4/1/2014,4/30/2014,4,2014,4.71,65.2,53.2,77.3,0.69,1.74,1.68,1.22,1.09,0.75,0.59,0.43,-0.28,0.72,1.11
7,5/1/2014,5/31/2014,5,2014,3.25,73.5,61.6,85.4,-0.21,1.35,-0.64,0.58,0.01,0.59,0.5,0.21,-0.33,0.79,0.82
